First_Name,Last_Name,Age,School_Name,School_Address,School_ZipCode,Parents_Salary,Parents_Occupation,Weight,Size,Feet_size,Eye_color,Hair_color,Previous_year_grades,Current_year_grades
Robert,Chan,16,School L,Street L 101,45789,34176.268,Doctor,64.2,188.2,41,Green,Red,4.9,5.8
Kevin,Stewart,3,School D,Street D 101,45678,17823.986,Engineer,64.1,120.2,40,Brown,Brown,2.1,2.6
Kevin,Bryan,1,School D,Street D 101,45678,6356.138,Nurse,59.2,169.1,36,Blue,Brown,4.3,8.3
Kelli,Richards,4,School B,Street B 456,23456,5086.811,Teacher,44.0,110.7,37,Brown,Black,9.9,3.8
Brandon,Anderson,15,School H,Street H 789,67890,684.678,Unemployed,37.6,180.2,37,Blue,Blonde,9.8,6.6
Kenneth,Kim,25,School F,Street F 123,12456,1382.545,Unemployed,30.0,165.1,40,Brown,Red,7.3,5.2
Danielle,Ramirez,5,School M,Street M 202,56779,1175.604,Unemployed,29.7,122.6,39,Green,Blonde,5.4,6.0
Samuel,Escobar,15,School D,Street D 101,45678,590.128,Unemployed,30.4,110.5,39,Brown,Blonde,5.3,8.6
Sherry,Hays,3,School H,Street H 789,67890,16221.839,Engineer,33.4,130.9,41,Green,Brown,6.3,6.3
Bobby,Hensley,1,School I,Street I 101,23654,1543.636,Unemployed,46.5,128.3,41,Blue,Red,5.7,3.6
Dwayne,Cox,22,School E,Street E 202,56789,5980.038,Nurse,62.6,127.6,37,Green,Red,2.9,4.0
Mary,Meza,15,School E,Street E 202,56789,29363.016,Lawyer,49.3,102.8,41,Brown,Brown,7.6,3.4
Crystal,Lee,12,School C,Street C 789,34567,41714.916,Doctor,79.1,180.9,37,Blue,Blonde,8.2,8.4
Kyle,Hoffman,5,School H,Street H 789,67890,10063.028,Teacher,46.9,187.3,38,Green,Blonde,8.8,3.7
Kimberly,Price,19,School B,Street B 456,23456,8870.15,Nurse,77.4,170.5,41,Blue,Blonde,9.3,4.5
Thomas,Lee,7,School D,Street D 101,45678,11076.101,Nurse,39.0,188.5,34,Green,Blonde,9.2,9.8
Leslie,Mcdowell,24,School B,Street B 456,23456,41553.196,Doctor,77.1,134.2,37,Green,Blonde,4.6,6.1
Austin,Jones,11,School K,Street K 789,34667,26264.038,Doctor,39.3,127.1,35,Green,Blonde,9.1,3.9
Catherine,Dixon,16,School J,Street J 202,56789,33831.505,Lawyer,79.8,124.6,35,Green,Blonde,6.2,8.8
Monica,Warren,20,School I,Street I 101,23654,9501.74,Nurse,60.6,189.3,38,Green,Blonde,7.7,3.8
John,Cohen,24,School G,Street G 456,12654,34343.432,Doctor,62.1,185.7,36,Green,Brown,3.1,5.0
Paul,Alvarado,16,School D,Street D 101,45678,8249.134,Engineer,69.5,187.5,42,Blue,Black,6.9,6.4
Robin,Powers,8,School F,Street F 123,12456,8138.648,Engineer,65.5,121.7,42,Brown,Blonde,3.7,3.3
Curtis,Lewis,23,School I,Street I 101,23654,10074.612,Engineer,61.7,113.2,36,Green,Black,2.6,6.0
Sarah,Lee,6,School L,Street L 101,45789,5823.035,Nurse,62.1,167.9,39,Blue,Brown,9.5,9.4
Christina,Rose,3,School L,Street L 101,45789,42209.976,Doctor,23.3,110.2,36,Brown,Red,3.6,3.4
Kimberly,Hahn,16,School M,Street M 202,56779,46397.154,Doctor,50.6,163.7,37,Green,Blonde,9.5,7.1
Ryan,Richardson,26,School G,Street G 456,12654,4491.892,Teacher,52.2,140.8,39,Blue,Red,5.1,8.6
Matthew,Kennedy,9,School A,Street A 123,12345,11108.562,Nurse,66.4,142.5,40,Green,Red,8.2,9.1
Kenneth,Mendoza,10,School J,Street J 202,56789,12884.892,Nurse,67.9,142.9,40,Brown,Blonde,5.8,5.4
Cameron,Flores,18,School H,Street H 789,67890,19885.566,Engineer,57.3,126.1,37,Green,Brown,5.3,9.3
Brandy,Roth,5,School J,Street J 202,56789,1028.838,Unemployed,57.5,109.6,34,Brown,Red,6.3,5.7
Randall,Duran,0,School J,Street J 202,56789,42312.171,Doctor,25.5,164.1,39,Brown,Blonde,2.7,4.9
Jamie,Hudson,2,School M,Street M 202,56779,19343.002,Lawyer,35.2,115.5,34,Blue,Brown,4.7,9.5
Ellen,Cook,5,School I,Street I 101,23654,28868.872,Doctor,61.1,152.9,40,Brown,Black,4.3,5.2
Connie,Patton,0,School B,Street B 456,23456,9894.209,Nurse,70.0,119.1,41,Green,Red,8.9,6.7
Tracy,Smith,8,School L,Street L 101,45789,3718.095,Teacher,42.0,113.3,41,Blue,Blonde,4.6,4.7
Victor,Sheppard,18,School F,Street F 123,12456,27247.797,Doctor,58.1,130.0,38,Blue,Red,2.8,8.9
Alex,Olsen,3,School F,Street F 123,12456,6023.516,Nurse,70.1,135.3,34,Blue,Red,8.3,7.0
David,Zhang,6,School I,Street I 101,23654,5440.476,Nurse,35.3,168.5,39,Blue,Red,4.3,2.2
Anthony,Murray,25,School K,Street K 789,34667,44167.339,Doctor,30.5,115.7,35,Brown,Red,7.6,4.8
Craig,Hendrix,10,School H,Street H 789,67890,40900.85,Doctor,44.3,180.6,34,Blue,Blonde,4.8,3.8
Cesar,Warren,22,School C,Street C 789,34567,9921.49,Engineer,66.7,186.7,37,Brown,Blonde,6.7,7.4
Christine,Stevens,8,School D,Street D 101,45678,6542.053,Nurse,26.8,171.2,38,Blue,Blonde,2.6,6.6
Sara,Nunez,21,School F,Street F 123,12456,16791.239,Engineer,33.4,110.0,41,Brown,Brown,8.4,4.7
Dustin,Walker,2,School E,Street E 202,56789,9080.937,Engineer,75.8,158.5,42,Green,Blonde,4.4,2.8
Christopher,Macdonald,26,School D,Street D 101,45678,10532.51,Engineer,79.5,152.3,40,Brown,Black,4.2,3.0
Christina,Stanton,0,School B,Street B 456,23456,10117.522,Engineer,70.7,195.8,42,Blue,Blonde,3.5,5.4
Nathan,Webster,23,School B,Street B 456,23456,1210.229,Unemployed,44.6,141.9,38,Green,Blonde,2.7,4.9
Timothy,Jackson,8,School B,Street B 456,23456,4441.065,Nurse,33.2,145.4,34,Blue,Red,8.3,9.0
Pamela,Carpenter,5,School F,Street F 123,12456,8389.619,Teacher,25.0,166.0,40,Green,Blonde,6.2,2.3
Tyler,Stewart,19,School F,Street F 123,12456,4555.345,Teacher,32.8,174.8,38,Green,Red,4.5,2.8
Jason,Middleton,10,School F,Street F 123,12456,16221.725,Doctor,41.3,140.6,39,Green,Black,10.0,5.0
Alexis,Heath,11,School E,Street E 202,56789,12466.947,Engineer,51.9,104.3,39,Brown,Brown,5.2,9.7
Jake,Benjamin,1,School K,Street K 789,34667,11603.997,Teacher,66.5,199.2,34,Green,Red,5.2,3.1
Amber,King,13,School G,Street G 456,12654,15163.804,Engineer,52.5,109.4,42,Blue,Black,4.8,9.5
Nathaniel,Buck,14,School L,Street L 101,45789,18988.944,Lawyer,63.5,130.5,40,Blue,Red,8.6,6.8
Nathan,Chang,14,School I,Street I 101,23654,16862.614,Lawyer,50.3,109.7,36,Green,Brown,5.3,3.5
Stuart,Acosta,15,School K,Street K 789,34667,31910.383,Lawyer,71.0,119.5,34,Brown,Blonde,8.1,5.5
Jaime,Rasmussen,12,School I,Street I 101,23654,14771.015,Lawyer,56.9,131.4,42,Blue,Black,3.8,8.9
David,Moore,20,School J,Street J 202,56789,37040.106,Doctor,38.5,149.0,41,Green,Black,2.8,9.9
Alan,Noble,16,School C,Street C 789,34567,13987.282,Lawyer,57.4,165.4,34,Green,Blonde,2.6,2.4
Heidi,Patton,8,School G,Street G 456,12654,48678.667,Doctor,57.2,119.1,42,Brown,Brown,9.1,6.2
Joseph,Nunez,20,School M,Street M 202,56779,8492.899,Nurse,27.4,176.5,37,Green,Blonde,2.7,2.6
Mitchell,Powers,3,School L,Street L 101,45789,7954.5,Nurse,46.5,140.1,38,Blue,Blonde,2.4,4.2
Allen,Moore,17,School C,Street C 789,34567,28935.904,Lawyer,57.5,186.3,40,Brown,Blonde,3.6,4.0
Andrea,Kramer,26,School E,Street E 202,56789,33515.284,Lawyer,27.4,113.9,37,Green,Blonde,2.9,9.2
Ashley,Thomas,8,School K,Street K 789,34667,31242.995,Doctor,68.7,177.9,37,Brown,Blonde,9.1,7.1
Nathan,Calderon,14,School A,Street A 123,12345,5101.593,Engineer,56.3,101.0,41,Green,Blonde,6.8,2.5
Christina,Cannon,23,School F,Street F 123,12456,33063.953,Lawyer,57.0,184.2,34,Brown,Blonde,6.7,3.6
Chelsea,Stevens,6,School G,Street G 456,12654,28829.475,Lawyer,76.1,107.4,35,Green,Brown,4.9,3.9
Gregory,Mckay,26,School I,Street I 101,23654,13390.219,Nurse,79.9,116.3,34,Brown,Red,6.8,5.1
Jake,Brown,16,School E,Street E 202,56789,13894.324,Engineer,21.1,164.4,42,Blue,Brown,2.4,5.0
Randy,Rodgers,23,School A,Street A 123,12345,35165.649,Doctor,38.7,196.0,38,Green,Blonde,9.4,2.6
Heather,Walker,24,School C,Street C 789,34567,1342.879,Unemployed,21.3,197.9,41,Brown,Blonde,5.2,3.1
Anthony,Rodriguez,3,School F,Street F 123,12456,12065.903,Nurse,52.9,170.3,42,Brown,Black,3.5,5.1
Joseph,Porter,7,School L,Street L 101,45789,5681.339,Nurse,69.5,125.2,34,Green,Brown,8.9,4.4
James,Taylor,13,School D,Street D 101,45678,10086.942,Teacher,27.9,146.8,37,Brown,Blonde,2.2,4.2
Alan,Johnson,21,School D,Street D 101,45678,17786.315,Engineer,34.8,178.3,39,Green,Black,3.4,3.9
Sandra,Small,18,School A,Street A 123,12345,900.681,Unemployed,66.8,126.7,36,Blue,Black,8.7,5.3
Michael,Colon,25,School E,Street E 202,56789,11129.889,Lawyer,23.6,158.1,36,Green,Red,9.1,7.8
Charles,Ramirez,7,School B,Street B 456,23456,12131.413,Nurse,27.9,174.0,37,Blue,Blonde,6.4,5.7
Ashley,Hester,6,School M,Street M 202,56779,1391.723,Unemployed,21.0,143.0,40,Blue,Red,3.6,6.0
Joseph,Short,23,School F,Street F 123,12456,9537.027,Engineer,39.6,138.1,36,Brown,Brown,5.3,4.8
Elizabeth,Decker,9,School A,Street A 123,12345,16662.477,Engineer,41.3,195.2,41,Green,Blonde,6.0,9.3
Cory,Hurst,14,School E,Street E 202,56789,3061.999,Teacher,54.4,171.2,40,Brown,Black,9.0,6.5
Austin,Moore,23,School G,Street G 456,12654,11340.629,Nurse,54.8,199.7,35,Blue,Brown,2.0,3.7
George,Briggs,23,School H,Street H 789,67890,16154.5,Lawyer,23.7,102.9,39,Blue,Red,7.1,2.1
Vanessa,Mann,24,School K,Street K 789,34667,1190.678,Unemployed,43.8,164.2,40,Brown,Red,7.4,2.5
Sara,Ruiz,26,School L,Street L 101,45789,4370.782,Nurse,36.8,178.1,40,Blue,Red,3.4,2.5
Diane,Fleming,11,School A,Street A 123,12345,17768.977,Engineer,47.3,161.1,41,Brown,Blonde,6.0,8.2
Adrienne,Castillo,4,School F,Street F 123,12456,632.011,Unemployed,58.7,192.1,35,Green,Blonde,4.3,3.6
Katherine,Ramirez,1,School M,Street M 202,56779,5443.115,Engineer,20.1,144.8,37,Brown,Blonde,2.1,3.0
Anne,Manning,17,School A,Street A 123,12345,4961.475,Teacher,72.0,111.5,34,Brown,Black,2.5,7.6
Kevin,Ross,25,School L,Street L 101,45789,316.22,Unemployed,41.4,115.0,40,Green,Red,8.8,6.2
Kaitlin,Harris,4,School M,Street M 202,56779,46891.785,Doctor,56.9,111.4,36,Green,Red,3.5,6.3
Anthony,Freeman,24,School G,Street G 456,12654,11396.997,Teacher,22.8,134.1,40,Blue,Black,5.4,4.0
Kari,Fernandez,2,School H,Street H 789,67890,1262.915,Unemployed,26.8,123.9,36,Blue,Red,8.2,4.5
Thomas,Reed,18,School M,Street M 202,56779,1453.23,Unemployed,62.9,185.4,42,Brown,Brown,9.9,2.5
Brett,Costa,4,School J,Street J 202,56789,7602.674,Nurse,49.2,134.8,40,Blue,Brown,5.0,7.0
Gary,Carter,1,School J,Street J 202,56789,13241.147,Lawyer,53.3,103.3,41,Blue,Blonde,9.3,8.2
Steven,Garner,22,School A,Street A 123,12345,20171.943,Doctor,64.5,188.9,35,Green,Blonde,4.1,6.4
Breanna,Rose,10,School I,Street I 101,23654,11244.548,Nurse,73.6,102.3,38,Brown,Blonde,5.3,9.4
Martin,Moreno,8,School D,Street D 101,45678,43716.552,Doctor,38.5,199.8,38,Green,Brown,8.8,2.8
Christopher,Bennett,24,School J,Street J 202,56789,6795.792,Nurse,37.6,134.5,37,Green,Red,9.7,6.9
Lauren,Nunez,14,School L,Street L 101,45789,4526.617,Teacher,76.0,114.0,41,Blue,Brown,9.5,9.1
Larry,Chase,4,School C,Street C 789,34567,4477.493,Teacher,77.7,164.0,37,Green,Brown,5.6,7.7
Thomas,Jones,12,School F,Street F 123,12456,19179.59,Lawyer,35.4,145.9,42,Brown,Black,4.3,8.3
Lauren,Warren,9,School G,Street G 456,12654,21532.127,Lawyer,24.5,195.6,42,Green,Blonde,9.2,8.9
Shannon,Silva,23,School D,Street D 101,45678,20936.26,Doctor,75.1,163.0,38,Blue,Black,3.9,7.6
Kimberly,Cooper,12,School I,Street I 101,23654,34572.566,Lawyer,24.5,108.5,38,Blue,Black,6.4,7.4
Stephen,Mckee,14,School H,Street H 789,67890,30489.828,Doctor,78.0,199.4,36,Blue,Brown,6.1,9.6
Anthony,Henderson,1,School C,Street C 789,34567,11785.683,Engineer,43.7,193.2,42,Brown,Black,6.7,9.2
Jason,Hill,3,School J,Street J 202,56789,1507.15,Unemployed,23.1,163.5,38,Brown,Blonde,9.7,8.9
Andrea,Riddle,2,School B,Street B 456,23456,550.379,Unemployed,34.5,157.3,39,Green,Red,5.4,3.5
Jose,Nelson,15,School K,Street K 789,34667,25165.606,Doctor,66.3,102.5,39,Green,Blonde,2.4,3.6
Samantha,Novak,14,School B,Street B 456,23456,10417.102,Nurse,54.0,133.5,40,Green,Red,4.7,5.5
Kelly,Morrow,10,School G,Street G 456,12654,29637.683,Doctor,54.6,150.9,34,Blue,Black,8.8,5.4
Robert,Lawrence,20,School M,Street M 202,56779,1510.994,Unemployed,50.3,135.4,39,Brown,Brown,9.6,4.0
Anthony,Horne,21,School H,Street H 789,67890,10534.957,Engineer,46.1,144.9,39,Blue,Brown,6.4,9.8
Jennifer,Martin,7,School M,Street M 202,56779,37617.535,Doctor,68.7,170.1,41,Brown,Red,4.1,4.1
Rebecca,Flores,26,School L,Street L 101,45789,13078.366,Engineer,37.6,139.8,38,Green,Blonde,3.7,9.6
Cathy,Haynes,3,School A,Street A 123,12345,48803.24,Doctor,30.0,146.7,40,Brown,Black,2.5,2.6
Christina,Allen,15,School K,Street K 789,34667,19768.35,Engineer,51.8,104.5,39,Brown,Brown,6.4,3.0
Angela,Williams,8,School B,Street B 456,23456,6349.185,Nurse,34.8,186.3,34,Green,Blonde,7.7,9.0
Megan,Watts,8,School A,Street A 123,12345,7472.102,Engineer,30.0,167.3,40,Blue,Brown,5.9,7.5
Matthew,Wood,4,School A,Street A 123,12345,1529.808,Unemployed,36.9,132.2,36,Green,Blonde,4.5,8.6
Casey,Cooper,15,School D,Street D 101,45678,472.617,Unemployed,33.3,121.1,41,Green,Blonde,4.8,2.8
Cheryl,Tucker,17,School L,Street L 101,45789,432.514,Unemployed,33.1,102.7,35,Brown,Red,3.2,4.3
Heather,Kim,21,School G,Street G 456,12654,46439.324,Doctor,74.2,108.9,35,Brown,Blonde,6.1,7.5
Emily,Brown,10,School H,Street H 789,67890,8267.482,Teacher,71.8,114.1,41,Brown,Blonde,4.3,2.1
Sarah,Robinson,18,School L,Street L 101,45789,34272.049,Doctor,72.1,158.0,34,Brown,Black,6.9,2.4
Keith,Hernandez,14,School C,Street C 789,34567,11140.799,Lawyer,38.4,103.8,37,Brown,Brown,8.3,6.1
Christian,Montoya,21,School H,Street H 789,67890,6661.861,Nurse,30.1,178.5,39,Blue,Black,3.5,9.7
Dave,Brady,6,School G,Street G 456,12654,7565.866,Nurse,46.3,190.4,40,Blue,Black,3.3,6.9
Robert,Anderson,13,School K,Street K 789,34667,15978.852,Doctor,52.2,171.6,35,Green,Brown,6.0,5.3
Heather,Young,0,School K,Street K 789,34667,13928.417,Engineer,66.4,183.5,37,Green,Red,5.7,9.0
Mark,Burns,22,School G,Street G 456,12654,9695.268,Engineer,26.3,181.3,36,Green,Blonde,3.4,9.7
Mark,Kemp,10,School E,Street E 202,56789,35208.777,Doctor,52.4,132.1,37,Green,Brown,7.4,10.0
Kenneth,Bolton,7,School C,Street C 789,34567,5138.957,Nurse,37.6,104.6,37,Brown,Black,5.5,8.2
Jason,Guzman,16,School M,Street M 202,56779,30607.502,Doctor,72.4,175.8,41,Green,Brown,6.6,9.2
Steve,Ramirez,3,School F,Street F 123,12456,31087.857,Doctor,68.1,189.4,39,Brown,Red,5.4,8.1
Aaron,Williamson,19,School L,Street L 101,45789,42515.212,Doctor,46.2,171.9,42,Brown,Blonde,7.1,8.6
Elizabeth,Lambert,0,School B,Street B 456,23456,381.335,Unemployed,76.8,192.8,41,Brown,Blonde,9.5,7.5
Connie,Horton,2,School K,Street K 789,34667,14346.807,Engineer,40.7,105.6,36,Brown,Brown,6.7,9.3
Allison,Rodriguez,3,School F,Street F 123,12456,47625.804,Doctor,30.8,155.4,37,Green,Red,6.0,8.9
Sarah,Herman,11,School G,Street G 456,12654,48565.464,Doctor,41.4,132.7,41,Brown,Brown,3.3,3.4
Denise,Lynch,4,School H,Street H 789,67890,3709.341,Teacher,30.3,110.2,41,Blue,Black,9.2,6.6
Audrey,Thomas,8,School I,Street I 101,23654,14167.481,Lawyer,20.8,121.3,42,Green,Brown,7.9,9.8
Gary,Pierce,18,School K,Street K 789,34667,4667.329,Teacher,28.2,134.9,38,Blue,Black,9.3,8.1
Nancy,Ramirez,0,School B,Street B 456,23456,17239.795,Engineer,37.7,186.3,37,Blue,Blonde,8.3,2.7
Charles,Lewis,12,School K,Street K 789,34667,14212.635,Engineer,49.2,184.5,39,Green,Black,9.7,9.4
Patricia,Hess,14,School L,Street L 101,45789,10121.772,Teacher,56.4,176.6,40,Green,Brown,8.3,7.5
David,Ramirez,19,School D,Street D 101,45678,10000.745,Engineer,65.8,165.3,35,Brown,Blonde,7.6,4.3
Laurie,Maddox,7,School F,Street F 123,12456,472.702,Unemployed,75.2,146.7,42,Blue,Blonde,5.8,6.8
Alfred,Parks,0,School M,Street M 202,56779,13617.001,Nurse,51.0,186.3,34,Brown,Red,6.4,5.8
Leonard,Ramirez,22,School D,Street D 101,45678,1368.461,Unemployed,63.3,158.3,39,Green,Blonde,9.6,3.4
Jennifer,Cooley,25,School E,Street E 202,56789,10575.917,Teacher,24.6,117.0,38,Green,Red,6.3,2.9
Jessica,Floyd,7,School H,Street H 789,67890,7262.446,Engineer,74.4,117.4,41,Brown,Black,8.3,6.1
Joan,Haynes,15,School J,Street J 202,56789,771.834,Unemployed,47.0,165.2,36,Green,Red,3.1,7.9
Tina,Montoya,3,School K,Street K 789,34667,8210.472,Nurse,20.8,136.6,38,Blue,Blonde,2.4,3.6
Kyle,Lopez,16,School L,Street L 101,45789,11867.109,Teacher,46.2,177.9,39,Brown,Brown,7.4,2.7
Dana,Skinner,16,School C,Street C 789,34567,21417.726,Doctor,41.6,123.7,38,Green,Red,7.6,3.5
James,Nielsen,22,School J,Street J 202,56789,10529.385,Teacher,76.8,115.3,41,Green,Red,9.6,6.9
Anna,Stafford,11,School D,Street D 101,45678,27833.172,Lawyer,71.4,162.8,37,Blue,Blonde,4.1,2.6
Brett,Garcia,26,School M,Street M 202,56779,28912.199,Lawyer,37.8,109.0,41,Green,Brown,9.8,9.3
Charles,Hardin,21,School I,Street I 101,23654,9348.951,Teacher,72.5,125.6,38,Brown,Black,6.8,5.1
Michael,Keith,10,School I,Street I 101,23654,16123.163,Lawyer,27.5,180.4,40,Blue,Red,8.6,4.0
Michael,Washington,26,School C,Street C 789,34567,19051.306,Doctor,38.4,183.0,41,Brown,Blonde,2.8,9.4
Brian,Maldonado,16,School G,Street G 456,12654,29327.975,Lawyer,35.2,110.7,40,Blue,Blonde,4.7,3.6
Stacy,Stewart,10,School I,Street I 101,23654,8193.181,Nurse,49.5,127.5,34,Brown,Black,9.3,2.6
Michelle,Robinson,10,School F,Street F 123,12456,11476.99,Teacher,42.4,188.7,37,Blue,Brown,6.4,8.1
Juan,Burton,3,School M,Street M 202,56779,1407.474,Unemployed,25.9,197.2,39,Green,Red,9.8,4.9
Jessica,Kelley,9,School I,Street I 101,23654,6936.362,Teacher,64.8,170.2,36,Green,Brown,9.6,3.4
Alexandra,Meza,24,School A,Street A 123,12345,4135.176,Teacher,78.3,162.4,42,Blue,Brown,2.8,2.4
Sandra,Erickson,3,School L,Street L 101,45789,8563.727,Engineer,24.7,159.1,41,Blue,Red,3.0,7.7
Scott,Brown,11,School B,Street B 456,23456,29112.338,Lawyer,76.6,104.5,34,Blue,Black,2.3,9.9
William,Mcguire,18,School A,Street A 123,12345,9114.6,Engineer,37.3,112.4,39,Blue,Black,6.2,9.1
Cassandra,Lee,2,School F,Street F 123,12456,8205.143,Teacher,52.8,120.8,36,Brown,Brown,6.3,4.0
Kathleen,Graham,16,School J,Street J 202,56789,12257.034,Nurse,73.9,155.5,39,Blue,Blonde,4.1,7.4
Michael,Wright,18,School F,Street F 123,12456,46679.944,Doctor,54.2,162.1,36,Brown,Blonde,8.6,5.2
Brian,Garcia,1,School F,Street F 123,12456,4288.049,Teacher,52.6,129.7,36,Green,Red,7.6,2.5
Kristen,Carter,7,School A,Street A 123,12345,6491.384,Nurse,66.8,115.8,40,Green,Black,3.2,7.1
Justin,Hoffman,23,School F,Street F 123,12456,4940.686,Teacher,42.1,119.4,35,Blue,Black,4.5,4.2
Caitlin,West,13,School G,Street G 456,12654,18322.679,Lawyer,38.0,145.3,42,Green,Brown,5.4,2.7
Nicole,Summers,20,School D,Street D 101,45678,10917.659,Teacher,63.4,160.4,35,Brown,Blonde,6.9,3.5
Stephanie,Gregory,3,School I,Street I 101,23654,29786.145,Doctor,53.7,113.4,39,Green,Blonde,4.5,3.4
John,Brewer,10,School H,Street H 789,67890,10810.801,Teacher,35.7,179.8,42,Green,Blonde,9.6,6.5
Gary,Rivas,15,School I,Street I 101,23654,29963.498,Doctor,64.0,141.1,39,Blue,Brown,8.7,6.3
Manuel,Lam,25,School H,Street H 789,67890,5287.132,Teacher,40.9,147.2,41,Blue,Brown,9.1,9.2
Jason,Davis,18,School J,Street J 202,56789,12585.954,Nurse,75.1,139.3,38,Brown,Blonde,8.4,5.6
Rebecca,Johnson,9,School I,Street I 101,23654,1346.929,Unemployed,28.8,181.1,38,Green,Black,7.1,2.1
Heather,Johnson,17,School M,Street M 202,56779,25655.849,Doctor,55.6,156.9,37,Green,Black,7.5,9.8
Leslie,Nichols,21,School K,Street K 789,34667,30398.313,Lawyer,21.6,186.6,41,Blue,Black,6.3,9.5
Isaac,Harris,5,School G,Street G 456,12654,1124.814,Unemployed,48.0,154.2,36,Blue,Brown,8.3,8.6
Joseph,Blackwell,15,School M,Street M 202,56779,32087.91,Doctor,51.1,118.9,38,Brown,Brown,3.2,8.2
Matthew,Flores,17,School M,Street M 202,56779,19662.938,Lawyer,63.1,192.6,38,Brown,Brown,6.7,3.5
Patricia,Bowman,20,School B,Street B 456,23456,1260.75,Unemployed,48.2,187.0,42,Green,Brown,9.3,3.3
Amanda,Prince,12,School F,Street F 123,12456,1351.163,Unemployed,47.9,152.0,42,Blue,Red,3.2,2.4
Laurie,Bridges,16,School C,Street C 789,34567,13680.772,Engineer,72.5,133.2,42,Blue,Red,5.9,7.3
Melvin,Larson,15,School G,Street G 456,12654,6916.272,Teacher,32.6,162.9,36,Green,Brown,5.5,2.3
Randy,Ayala,13,School I,Street I 101,23654,25618.955,Lawyer,30.2,187.9,41,Blue,Brown,3.0,9.0
Emily,Kent,20,School E,Street E 202,56789,13737.585,Lawyer,69.0,116.1,37,Blue,Red,5.4,3.4
Sean,Elliott,4,School G,Street G 456,12654,18758.693,Lawyer,28.3,105.1,38,Green,Red,6.0,2.7
Matthew,Williams,24,School F,Street F 123,12456,11120.11,Nurse,27.9,165.8,36,Brown,Black,6.6,6.3
Kendra,Hurley,1,School L,Street L 101,45789,29478.905,Doctor,37.6,119.8,39,Green,Brown,6.7,3.1
Jon,Elliott,23,School F,Street F 123,12456,6934.397,Teacher,23.6,137.8,41,Blue,Brown,4.9,9.4
Ashley,Lambert,4,School G,Street G 456,12654,26513.833,Lawyer,60.3,194.0,37,Brown,Blonde,8.2,5.3
Gregory,Ramos,19,School B,Street B 456,23456,27966.823,Lawyer,21.6,172.2,41,Brown,Brown,6.8,3.3
Alejandro,Clark,8,School H,Street H 789,67890,1128.846,Unemployed,32.4,123.0,36,Brown,Brown,7.4,5.9
Kyle,Arnold,6,School G,Street G 456,12654,6201.429,Nurse,46.7,121.6,35,Green,Blonde,3.8,5.9
Sandra,Wells,8,School J,Street J 202,56789,9952.039,Nurse,34.7,180.0,40,Blue,Blonde,4.0,2.5
Sharon,Tran,3,School B,Street B 456,23456,22296.072,Doctor,53.8,189.4,40,Brown,Red,3.8,4.9
Jill,Jones,15,School E,Street E 202,56789,28575.573,Lawyer,31.2,197.8,36,Green,Red,6.8,4.4
Anna,Melendez,15,School J,Street J 202,56789,46405.598,Doctor,28.4,195.0,36,Green,Red,4.8,5.9
Michelle,Doyle,4,School F,Street F 123,12456,522.647,Unemployed,43.7,129.2,36,Brown,Blonde,6.6,5.5
Katrina,Perry,13,School L,Street L 101,45789,1363.721,Unemployed,50.3,162.7,34,Blue,Black,7.0,9.9
Kimberly,Mitchell,10,School A,Street A 123,12345,7076.107,Teacher,41.8,100.2,39,Blue,Blonde,6.1,7.3
David,Rhodes,14,School M,Street M 202,56779,6603.802,Nurse,32.3,125.3,39,Blue,Red,4.1,2.4
Lori,Calderon,10,School G,Street G 456,12654,8673.764,Engineer,80.0,154.8,42,Green,Brown,3.2,4.6
Leslie,Chan,9,School F,Street F 123,12456,7800.625,Nurse,24.4,178.5,34,Green,Blonde,8.1,6.6
Wesley,Owens,8,School B,Street B 456,23456,12062.526,Lawyer,41.2,120.6,35,Green,Red,3.9,4.1
Jose,Duran,17,School M,Street M 202,56779,26371.31,Doctor,21.6,135.1,38,Blue,Red,5.5,3.9
Kevin,Gutierrez,21,School A,Street A 123,12345,1255.111,Unemployed,69.5,198.2,39,Brown,Red,4.8,4.8
Tara,Dawson,6,School F,Street F 123,12456,706.975,Unemployed,53.8,103.4,40,Green,Blonde,5.3,4.7
Rachel,Shields,19,School C,Street C 789,34567,674.628,Unemployed,68.4,102.4,35,Brown,Black,4.2,9.4
Lawrence,Smith,1,School J,Street J 202,56789,8849.161,Nurse,49.4,156.1,34,Green,Blonde,4.1,2.7
Julie,Brown,26,School J,Street J 202,56789,366.98,Unemployed,29.2,157.5,38,Blue,Brown,4.0,9.6
Christina,Wright,9,School B,Street B 456,23456,8551.429,Nurse,24.7,159.3,40,Brown,Blonde,3.3,7.9
Megan,Williams,2,School F,Street F 123,12456,19381.596,Engineer,49.5,159.7,36,Green,Red,2.7,5.2
Jeff,Rich,15,School B,Street B 456,23456,40831.195,Doctor,28.0,171.7,38,Green,Black,6.5,5.5
Candice,Bartlett,20,School K,Street K 789,34667,5737.048,Nurse,70.4,141.2,38,Brown,Red,6.1,7.2
Grace,Osborne,20,School M,Street M 202,56779,7913.729,Teacher,22.7,191.3,41,Green,Red,9.6,6.5
Steven,Henry,0,School D,Street D 101,45678,9879.253,Teacher,79.0,156.3,35,Blue,Blonde,2.6,3.2
Laura,Clark,9,School L,Street L 101,45789,15165.981,Engineer,66.5,103.4,35,Blue,Red,7.1,8.1
