First_Name,Last_Name,Age,School_Name,School_Address,School_ZipCode,Parents_Salary,Parents_Occupation,Weight,Size,Feet_size,Eye_color,Hair_color,Previous_year_grades,Current_year_grades
Scott,Kemp,22,School M,Street M 202,56779,4481.128,Teacher,55.1,130.0,34,Blue,Red,9.6,5.1
Nancy,Miller,3,School J,Street J 202,56789,19621.089,Lawyer,39.9,125.0,42,Brown,Red,7.3,3.9
Michael,Ballard,6,School L,Street L 101,45789,613.794,Unemployed,73.4,159.6,40,Brown,Red,9.6,2.5
Megan,Sheppard,25,School E,Street E 202,56789,12059.605,Nurse,64.3,184.7,38,Brown,Red,6.2,5.9
Stephanie,Hinton,14,School D,Street D 101,45678,10015.816,Engineer,38.7,135.2,37,Brown,Brown,4.8,6.4
Susan,Garcia,25,School F,Street F 123,12456,1069.284,Unemployed,51.3,181.4,38,Brown,Black,2.6,3.3
Jason,Alvarado,0,School C,Street C 789,34567,32225.226,Lawyer,75.9,187.8,34,Brown,Red,3.8,3.2
Zoe,Miller,10,School A,Street A 123,12345,10438.803,Teacher,69.9,166.1,42,Brown,Brown,4.4,5.0
Karen,Bond,10,School L,Street L 101,45789,6862.416,Nurse,31.7,189.7,39,Green,Blonde,6.5,2.2
Melissa,Lane,17,School K,Street K 789,34667,4312.279,Teacher,31.0,145.2,40,Blue,Red,6.4,3.7
James,Cole,19,School A,Street A 123,12345,729.12,Unemployed,56.5,194.5,42,Brown,Black,5.5,9.4
Daniel,Vargas,6,School K,Street K 789,34667,7550.788,Engineer,22.5,149.5,42,Green,Blonde,2.1,2.3
Jennifer,Thompson,15,School I,Street I 101,23654,12277.585,Nurse,40.3,151.4,35,Brown,Red,3.3,2.8
Renee,Richardson,23,School L,Street L 101,45789,6409.044,Teacher,58.9,199.5,37,Blue,Red,6.2,2.9
John,Dunn,20,School I,Street I 101,23654,13436.608,Engineer,71.8,186.3,39,Green,Black,3.1,7.4
Mary,Kelly,20,School K,Street K 789,34667,28955.805,Lawyer,28.1,143.3,42,Green,Brown,8.0,4.5
Sarah,Eaton,18,School B,Street B 456,23456,22801.29,Lawyer,42.8,138.7,40,Blue,Blonde,2.6,7.1
Darlene,Johnson,10,School M,Street M 202,56779,3178.738,Teacher,30.2,194.9,38,Brown,Blonde,7.3,4.9
Eric,Watson,25,School H,Street H 789,67890,10910.409,Nurse,71.1,194.2,38,Brown,Brown,5.4,2.3
Crystal,Novak,11,School C,Street C 789,34567,26524.899,Lawyer,42.9,165.7,41,Green,Blonde,8.2,8.0
Kevin,Simpson,10,School J,Street J 202,56789,1018.685,Unemployed,39.6,189.8,39,Green,Blonde,6.5,2.2
Lisa,Gray,20,School F,Street F 123,12456,11293.004,Teacher,44.1,153.5,36,Blue,Brown,5.9,6.9
Luke,Love,15,School G,Street G 456,12654,22330.651,Lawyer,40.9,133.5,40,Brown,Blonde,4.9,2.9
Brianna,Long,12,School I,Street I 101,23654,7767.684,Engineer,42.7,170.4,34,Brown,Blonde,4.2,3.8
Sabrina,Edwards,25,School F,Street F 123,12456,9431.8,Teacher,68.4,150.0,34,Blue,Blonde,4.3,4.6
Justin,Davis,13,School G,Street G 456,12654,29724.893,Lawyer,44.9,137.1,41,Green,Blonde,2.8,4.4
Justin,Franco,17,School G,Street G 456,12654,4812.941,Nurse,38.7,117.8,39,Blue,Brown,6.6,5.4
Lisa,Salinas,2,School K,Street K 789,34667,33486.747,Lawyer,52.3,138.9,40,Green,Black,6.3,2.0
Stephanie,Mcpherson,3,School G,Street G 456,12654,22180.038,Lawyer,55.1,150.6,34,Green,Brown,3.4,4.6
Philip,Ramirez,6,School D,Street D 101,45678,17332.932,Doctor,53.5,195.0,35,Green,Brown,4.4,9.3
Jessica,Webster,0,School F,Street F 123,12456,11451.347,Engineer,74.5,162.8,36,Green,Brown,8.7,9.8
Samantha,Hernandez,5,School F,Street F 123,12456,17682.1,Doctor,76.1,151.1,36,Blue,Blonde,6.8,4.6
Thomas,Gilmore,16,School B,Street B 456,23456,950.962,Unemployed,22.1,116.3,38,Green,Brown,6.8,6.7
Melvin,Jones,15,School J,Street J 202,56789,23190.737,Lawyer,65.0,146.7,36,Brown,Brown,9.3,8.1
Michelle,Bird,7,School M,Street M 202,56779,17776.083,Engineer,25.1,145.7,39,Green,Black,9.3,6.7
Julie,Ford,3,School D,Street D 101,45678,15350.385,Doctor,75.4,133.3,34,Blue,Brown,4.3,8.6
Whitney,Holden,22,School G,Street G 456,12654,32646.442,Doctor,20.4,103.7,34,Green,Red,7.2,8.2
Carrie,Rodriguez,24,School G,Street G 456,12654,4207.16,Teacher,53.4,141.7,41,Brown,Brown,4.9,2.2
John,Young,11,School D,Street D 101,45678,20195.627,Lawyer,70.3,163.7,34,Brown,Black,8.9,3.3
Tammy,Lewis,6,School C,Street C 789,34567,1181.87,Unemployed,32.6,100.4,38,Blue,Red,3.2,2.7
Bryan,Murillo,0,School C,Street C 789,34567,9151.576,Engineer,24.0,104.9,34,Green,Blonde,8.5,2.6
William,Clark,16,School F,Street F 123,12456,31022.849,Doctor,48.9,107.7,39,Blue,Blonde,4.4,6.1
Renee,Hamilton,12,School B,Street B 456,23456,12215.452,Lawyer,32.1,139.5,34,Blue,Brown,3.3,5.0
Barbara,Rios,14,School I,Street I 101,23654,762.278,Unemployed,62.6,147.7,42,Brown,Black,4.9,9.9
Debbie,Brown,16,School J,Street J 202,56789,11643.054,Lawyer,28.2,117.6,37,Brown,Brown,2.4,8.6
Angela,Gill,22,School M,Street M 202,56779,18722.504,Engineer,73.3,140.1,34,Green,Black,4.6,6.2
Michael,Massey,2,School A,Street A 123,12345,774.518,Unemployed,28.4,109.8,38,Brown,Black,6.2,2.6
Andre,Ramirez,20,School M,Street M 202,56779,30381.791,Lawyer,23.8,124.7,35,Green,Red,7.2,6.0
Kenneth,Wood,2,School F,Street F 123,12456,10882.799,Nurse,46.0,177.2,35,Green,Blonde,7.5,4.6
Sandra,Hamilton,21,School D,Street D 101,45678,5757.966,Engineer,76.9,160.6,34,Brown,Black,6.7,5.7
Karen,Kelly,16,School K,Street K 789,34667,7447.305,Nurse,56.0,104.4,35,Brown,Blonde,9.7,4.6
Stephen,Mills,11,School K,Street K 789,34667,7220.547,Teacher,78.1,121.7,40,Blue,Black,6.9,6.9
Gregory,Johnson,20,School C,Street C 789,34567,11510.188,Teacher,46.8,108.7,34,Brown,Brown,7.4,4.9
Audrey,Sims,17,School B,Street B 456,23456,11028.744,Lawyer,42.7,179.8,40,Green,Brown,8.1,5.8
Joshua,Henderson,0,School B,Street B 456,23456,14563.102,Engineer,55.4,136.4,37,Blue,Red,3.6,9.0
Cheryl,Massey,23,School M,Street M 202,56779,962.699,Unemployed,36.0,190.9,42,Green,Brown,4.7,7.1
Kimberly,Neal,15,School D,Street D 101,45678,39324.25,Doctor,35.0,193.5,39,Brown,Red,9.9,2.8
Danny,Martinez,7,School B,Street B 456,23456,19462.993,Lawyer,43.7,151.0,39,Blue,Black,4.1,4.5
Benjamin,Krueger,10,School K,Street K 789,34667,27385.063,Doctor,59.9,154.2,35,Green,Red,2.7,2.5
James,Oconnor,4,School B,Street B 456,23456,12243.796,Nurse,37.5,186.0,36,Brown,Black,9.9,7.0
Robin,Smith,4,School K,Street K 789,34667,24393.505,Lawyer,36.2,188.9,35,Green,Blonde,6.7,5.7
Michael,English,11,School A,Street A 123,12345,35062.824,Doctor,28.2,116.7,42,Blue,Black,4.9,2.5
Elizabeth,Blair,12,School D,Street D 101,45678,19206.947,Lawyer,78.1,199.1,41,Green,Black,9.4,4.4
Tara,Harris,5,School A,Street A 123,12345,11466.815,Nurse,25.9,143.8,37,Green,Red,8.9,7.0
James,Wall,13,School L,Street L 101,45789,5412.878,Nurse,48.6,139.4,42,Blue,Red,6.4,9.5
Stephanie,Walker,24,School H,Street H 789,67890,7420.987,Teacher,49.6,145.0,36,Green,Brown,6.6,9.4
Heidi,Lawson,21,School L,Street L 101,45789,35396.228,Doctor,46.3,142.1,42,Blue,Brown,8.0,4.2
Richard,Brown,16,School K,Street K 789,34667,12746.956,Nurse,23.8,124.8,42,Green,Brown,3.7,7.5
Steven,Doyle,9,School D,Street D 101,45678,9649.336,Engineer,77.3,158.8,42,Blue,Red,9.2,9.6
Austin,Anderson,17,School K,Street K 789,34667,5186.074,Nurse,22.5,197.8,39,Brown,Red,4.7,4.8
Johnny,Wilson,2,School C,Street C 789,34567,4085.916,Teacher,62.2,196.5,36,Green,Brown,4.6,2.8
Joseph,Jones,22,School H,Street H 789,67890,20178.148,Lawyer,42.6,184.6,36,Brown,Black,2.8,6.6
Christopher,Parker,19,School J,Street J 202,56789,21216.048,Lawyer,59.6,124.5,37,Green,Black,6.2,5.4
Stephanie,Potter,23,School F,Street F 123,12456,15467.299,Engineer,69.1,160.4,40,Brown,Blonde,3.0,8.1
Heather,Mitchell,14,School C,Street C 789,34567,6954.301,Teacher,74.0,150.7,39,Brown,Brown,5.4,7.2
Angela,George,6,School L,Street L 101,45789,12649.74,Engineer,30.7,158.8,38,Brown,Blonde,9.7,2.9
Gail,Mcguire,6,School F,Street F 123,12456,715.99,Unemployed,47.0,157.3,37,Green,Red,6.9,5.2
David,Wheeler,11,School E,Street E 202,56789,34701.805,Doctor,33.8,172.1,35,Green,Brown,9.2,6.1
Alexis,Thornton,5,School B,Street B 456,23456,11271.715,Lawyer,49.1,120.7,40,Blue,Red,8.5,8.2
Randy,Martin,18,School M,Street M 202,56779,11094.817,Engineer,50.7,117.6,39,Green,Brown,4.9,8.4
Russell,Williams,7,School M,Street M 202,56779,19888.676,Doctor,30.7,159.0,41,Blue,Black,2.9,6.8
Grace,Lopez,17,School M,Street M 202,56779,1234.803,Unemployed,52.0,180.4,38,Green,Red,6.8,4.4
Jonathan,Franco,25,School M,Street M 202,56779,6136.825,Teacher,67.1,114.4,35,Green,Red,2.3,5.7
Jacqueline,Brown,9,School J,Street J 202,56789,22824.054,Doctor,64.1,165.5,39,Green,Red,3.7,4.5
Calvin,Campos,0,School F,Street F 123,12456,6741.585,Teacher,44.1,125.3,42,Green,Brown,8.7,8.1
Steven,Padilla,16,School A,Street A 123,12345,11186.339,Nurse,34.5,153.3,37,Brown,Black,2.4,5.6
Robert,Clark,3,School C,Street C 789,34567,12311.092,Engineer,57.2,160.5,35,Green,Brown,8.7,3.9
Amber,Cook,11,School M,Street M 202,56779,1044.378,Unemployed,27.1,106.5,42,Green,Blonde,2.2,9.8
Rodney,Reeves,0,School J,Street J 202,56789,11750.522,Nurse,47.9,147.1,41,Blue,Red,4.2,5.8
Jon,Carrillo,16,School J,Street J 202,56789,11642.287,Teacher,45.6,120.1,41,Green,Blonde,7.9,7.5
Diana,Roberts,20,School F,Street F 123,12456,1068.662,Unemployed,62.6,145.1,39,Brown,Blonde,5.2,5.0
Michele,Bell,15,School H,Street H 789,67890,11020.921,Lawyer,21.3,136.5,42,Brown,Blonde,2.8,6.1
Edward,Mcgee,21,School G,Street G 456,12654,16759.909,Engineer,24.5,108.4,40,Blue,Red,5.0,7.7
Randy,Morgan,0,School B,Street B 456,23456,12986.487,Nurse,63.8,136.7,42,Green,Black,8.2,2.9
Michael,Schmidt,9,School I,Street I 101,23654,9286.953,Nurse,59.4,168.0,39,Green,Black,5.4,5.6
Judy,Gonzales,21,School D,Street D 101,45678,8396.483,Teacher,48.8,112.9,37,Brown,Black,6.5,2.6
Regina,Mendoza,6,School G,Street G 456,12654,9903.585,Nurse,36.1,163.1,41,Green,Brown,2.3,4.5
Kenneth,Ross,1,School A,Street A 123,12345,1447.977,Unemployed,26.2,158.2,34,Green,Red,4.7,4.1
Crystal,Kaufman,22,School E,Street E 202,56789,1254.701,Unemployed,44.2,177.2,42,Blue,Brown,8.9,3.3
Melissa,Hancock,23,School L,Street L 101,45789,19355.171,Engineer,23.9,143.5,39,Brown,Brown,3.1,9.5
Amy,Guzman,20,School A,Street A 123,12345,31792.084,Doctor,40.9,192.2,42,Brown,Black,9.8,6.9
Theresa,Crawford,6,School K,Street K 789,34667,1078.19,Unemployed,49.8,119.8,40,Brown,Brown,5.8,7.8
Jennifer,Schultz,7,School I,Street I 101,23654,10989.874,Teacher,55.4,160.8,35,Blue,Red,6.1,3.3
Norma,Campos,18,School K,Street K 789,34667,415.708,Unemployed,45.9,111.7,37,Blue,Brown,4.3,9.9
Jennifer,Meyer,16,School L,Street L 101,45789,33607.279,Lawyer,29.5,176.3,41,Green,Blonde,5.4,7.8
Courtney,Richards,0,School J,Street J 202,56789,7710.804,Engineer,27.6,178.8,42,Green,Red,3.9,5.9
Ashlee,Martin,18,School M,Street M 202,56779,15823.763,Lawyer,54.3,107.1,42,Blue,Red,2.7,2.0
Tyler,Little,8,School E,Street E 202,56789,9813.382,Teacher,61.2,170.6,38,Blue,Red,3.0,9.9
Bradley,Brooks,4,School D,Street D 101,45678,7367.148,Engineer,52.4,151.9,35,Green,Black,3.6,9.4
Joshua,Munoz,20,School L,Street L 101,45789,835.742,Unemployed,71.7,155.7,36,Green,Black,3.6,5.2
Emily,Palmer,16,School D,Street D 101,45678,14880.853,Lawyer,63.2,186.7,34,Blue,Brown,3.8,5.0
Erika,Howe,3,School B,Street B 456,23456,30056.122,Lawyer,75.7,104.6,39,Brown,Brown,8.4,9.5
Steven,Harris,8,School M,Street M 202,56779,6913.632,Teacher,52.3,153.3,39,Brown,Blonde,7.1,3.1
Brian,Wells,19,School F,Street F 123,12456,23302.542,Doctor,36.3,103.7,42,Brown,Red,6.1,3.7
Justin,Lara,26,School B,Street B 456,23456,1189.673,Unemployed,47.7,198.4,41,Green,Black,5.1,5.5
Kenneth,Jones,24,School L,Street L 101,45789,7418.38,Nurse,36.8,178.5,38,Blue,Brown,5.4,6.5
Brittany,Robinson,11,School J,Street J 202,56789,3276.456,Teacher,39.5,177.7,42,Green,Red,7.6,5.6
Francisco,Larson,15,School M,Street M 202,56779,14878.379,Engineer,27.0,157.8,40,Green,Blonde,7.1,2.8
Deanna,Bond,12,School B,Street B 456,23456,10377.16,Engineer,55.3,128.3,41,Green,Blonde,4.0,3.8
Elizabeth,Bates,11,School C,Street C 789,34567,5880.803,Nurse,55.9,163.8,38,Blue,Black,5.6,4.3
Linda,Baird,19,School J,Street J 202,56789,13568.514,Engineer,66.8,153.0,39,Blue,Blonde,2.0,9.2
Theresa,Johnson,13,School I,Street I 101,23654,15922.507,Lawyer,51.3,189.5,34,Green,Blonde,7.1,4.7
Leslie,Holloway,25,School J,Street J 202,56789,10744.498,Nurse,27.5,116.9,36,Blue,Red,6.5,4.1
Sarah,Dorsey,13,School K,Street K 789,34667,1269.946,Unemployed,45.7,129.0,41,Green,Red,9.4,4.3
Karina,Arnold,6,School A,Street A 123,12345,8740.623,Teacher,22.5,174.5,36,Brown,Brown,4.9,6.7
Denise,Thompson,11,School K,Street K 789,34667,25798.471,Doctor,74.9,197.9,34,Brown,Blonde,7.2,9.4
Scott,Jensen,2,School G,Street G 456,12654,887.945,Unemployed,58.7,141.1,39,Green,Black,4.1,5.8
Bethany,Campbell,7,School B,Street B 456,23456,17938.465,Engineer,31.7,198.7,41,Brown,Red,9.2,2.6
Beth,Wood,21,School K,Street K 789,34667,46235.731,Doctor,45.7,104.3,37,Blue,Blonde,9.8,10.0
Kenneth,Munoz,5,School B,Street B 456,23456,8414.778,Engineer,75.9,133.5,36,Brown,Black,6.2,9.1
Sharon,Yu,12,School C,Street C 789,34567,44491.91,Doctor,46.2,113.6,37,Brown,Blonde,8.5,9.3
Dale,Roberts,22,School B,Street B 456,23456,40561.125,Doctor,22.3,195.5,41,Green,Blonde,3.4,3.9
Mario,Hale,10,School M,Street M 202,56779,385.149,Unemployed,75.2,143.3,39,Blue,Red,8.4,6.9
Nicole,Mcguire,19,School J,Street J 202,56789,561.461,Unemployed,61.7,171.1,40,Green,Blonde,3.0,3.6
Jennifer,Hernandez,6,School K,Street K 789,34667,6136.722,Teacher,63.2,125.1,39,Green,Red,3.5,8.4
Sandra,Williams,24,School D,Street D 101,45678,10352.478,Engineer,64.9,183.0,37,Brown,Black,5.3,4.2
David,Stokes,14,School L,Street L 101,45789,1563.396,Unemployed,53.5,197.5,41,Brown,Brown,6.2,2.8
Mercedes,Reed,18,School B,Street B 456,23456,7920.517,Engineer,73.8,130.0,34,Brown,Brown,9.7,2.5
Sarah,Fisher,20,School M,Street M 202,56779,48202.94,Doctor,41.7,153.2,42,Brown,Black,4.8,7.0
Derek,Harmon,18,School M,Street M 202,56779,624.515,Unemployed,64.1,117.6,39,Blue,Red,3.4,3.8
Joseph,Reynolds,11,School E,Street E 202,56789,597.557,Unemployed,23.5,187.2,39,Blue,Blonde,8.3,8.9
Robert,Williams,1,School B,Street B 456,23456,39312.369,Doctor,49.4,138.2,36,Blue,Brown,4.7,2.8
Brandon,Ramirez,12,School K,Street K 789,34667,8853.594,Engineer,55.3,125.3,39,Green,Brown,9.3,2.6
Toni,Howard,7,School K,Street K 789,34667,7866.372,Teacher,67.4,107.0,42,Blue,Brown,7.7,3.6
Timothy,Wilson,14,School C,Street C 789,34567,10209.418,Lawyer,47.4,186.8,41,Green,Brown,9.3,5.7
Mary,Rowland,14,School A,Street A 123,12345,5481.015,Nurse,40.9,184.5,35,Blue,Blonde,3.3,7.2
Robert,Miller,11,School I,Street I 101,23654,23183.206,Lawyer,41.6,111.4,38,Brown,Black,3.9,6.3
Michael,Evans,16,School B,Street B 456,23456,27571.687,Lawyer,45.6,105.8,42,Blue,Black,6.9,7.1
Rebecca,Welch,15,School B,Street B 456,23456,18291.68,Lawyer,69.1,165.3,37,Brown,Blonde,4.3,2.9
Christopher,Thompson,20,School A,Street A 123,12345,5756.22,Teacher,31.6,150.8,40,Blue,Black,2.6,5.5
Jerry,Fletcher,3,School I,Street I 101,23654,574.708,Unemployed,52.0,125.7,35,Blue,Red,7.6,5.4
Frederick,Bright,2,School A,Street A 123,12345,17760.551,Lawyer,26.4,141.3,37,Blue,Blonde,2.3,7.7
Tyler,Cole,20,School C,Street C 789,34567,7401.101,Nurse,22.6,113.7,36,Green,Brown,8.5,5.6
Patricia,Rodriguez,20,School A,Street A 123,12345,15450.386,Engineer,70.6,135.0,42,Brown,Black,2.8,2.2
Matthew,Reid,24,School K,Street K 789,34667,13861.085,Nurse,27.4,104.4,38,Brown,Brown,5.9,6.7
Shane,Lucas,8,School M,Street M 202,56779,12755.241,Engineer,37.0,193.6,41,Brown,Red,6.9,9.0
Kimberly,Richard,6,School K,Street K 789,34667,8435.402,Nurse,52.1,126.4,41,Brown,Black,5.1,8.4
Jennifer,Key,1,School K,Street K 789,34667,8930.956,Teacher,46.5,140.4,39,Brown,Brown,2.8,6.3
Alexander,Vaughan,20,School A,Street A 123,12345,13242.328,Nurse,21.5,167.0,34,Blue,Blonde,5.2,4.8
John,Wagner,11,School E,Street E 202,56789,14511.089,Engineer,58.0,118.2,36,Brown,Red,4.5,3.2
Sarah,Martin,11,School K,Street K 789,34667,12465.391,Engineer,25.3,182.2,40,Brown,Blonde,6.2,3.5
Logan,Patterson,17,School I,Street I 101,23654,11932.335,Teacher,58.8,163.0,39,Blue,Brown,5.9,9.1
John,Jones,8,School H,Street H 789,67890,28449.044,Lawyer,38.2,139.2,37,Blue,Brown,4.3,4.1
Jennifer,Thomas,19,School H,Street H 789,67890,8201.239,Teacher,55.0,181.4,40,Green,Blonde,7.3,2.7
Robert,Miles,4,School M,Street M 202,56779,5773.227,Nurse,68.8,196.4,36,Green,Blonde,9.4,3.9
Katherine,Jackson,14,School B,Street B 456,23456,11557.18,Engineer,42.9,131.1,36,Green,Blonde,3.4,8.0
Kerry,Burton,22,School C,Street C 789,34567,21441.936,Lawyer,64.9,162.2,42,Brown,Red,8.2,2.9
Danny,Lopez,7,School J,Street J 202,56789,23205.663,Lawyer,37.2,121.5,40,Green,Blonde,4.8,7.6
Kimberly,Bryant,11,School D,Street D 101,45678,47066.185,Doctor,72.9,179.3,34,Green,Red,9.7,2.4
Joseph,Myers,22,School A,Street A 123,12345,1472.592,Unemployed,36.3,158.9,37,Green,Red,3.6,4.3
Raymond,Price,26,School K,Street K 789,34667,1008.012,Unemployed,69.5,172.9,38,Blue,Red,3.9,5.8
Michael,Newman,7,School A,Street A 123,12345,11732.78,Engineer,25.6,189.2,40,Blue,Red,9.8,9.4
Jonathan,Olsen,25,School C,Street C 789,34567,9798.529,Nurse,74.4,113.2,34,Green,Black,6.6,4.2
Daniel,Willis,9,School L,Street L 101,45789,32094.378,Doctor,73.5,113.0,36,Brown,Red,5.9,4.6
Matthew,Walsh,10,School M,Street M 202,56779,25537.757,Lawyer,31.7,187.1,34,Blue,Brown,6.5,3.4
Sarah,Gray,23,School H,Street H 789,67890,1201.302,Unemployed,44.4,117.2,37,Green,Brown,7.7,3.4
Lee,Rivers,2,School K,Street K 789,34667,7380.28,Teacher,79.3,181.8,42,Brown,Blonde,5.0,8.2
Victoria,Sandoval,3,School F,Street F 123,12456,11370.081,Nurse,62.4,104.5,37,Green,Brown,7.2,4.1
Marcia,Ford,19,School H,Street H 789,67890,9842.974,Engineer,22.1,168.2,36,Brown,Blonde,9.7,6.0
Christina,Lewis,4,School B,Street B 456,23456,49005.89,Doctor,77.3,138.7,37,Brown,Brown,7.4,5.2
Pedro,Miller,6,School G,Street G 456,12654,20024.566,Doctor,41.2,168.8,37,Brown,Brown,10.0,5.4
Matthew,Smith,24,School M,Street M 202,56779,17882.646,Doctor,39.0,119.4,36,Brown,Blonde,9.8,7.5
Lisa,Hines,18,School K,Street K 789,34667,28947.252,Doctor,60.5,148.4,34,Green,Brown,9.5,9.2
Michelle,Bridges,18,School M,Street M 202,56779,17631.475,Engineer,20.6,186.6,41,Green,Brown,6.3,5.6
Aaron,Turner,16,School B,Street B 456,23456,34764.752,Lawyer,73.7,182.4,40,Green,Blonde,6.0,3.5
Christina,Barrett,20,School K,Street K 789,34667,11374.39,Teacher,36.9,174.3,41,Blue,Red,5.0,3.5
Samuel,Schneider,21,School H,Street H 789,67890,8251.44,Teacher,29.8,120.4,39,Brown,Brown,4.9,2.9
Raymond,Wilson,21,School K,Street K 789,34667,11785.023,Nurse,36.4,109.6,35,Green,Brown,9.1,4.1
Russell,Klein,19,School L,Street L 101,45789,8351.213,Nurse,62.1,150.9,41,Brown,Brown,7.2,9.0
Dylan,Roth,2,School K,Street K 789,34667,17091.559,Lawyer,29.3,192.0,42,Blue,Blonde,7.7,2.3
Walter,Delacruz,20,School F,Street F 123,12456,363.824,Unemployed,58.2,154.1,40,Brown,Red,8.9,6.6
Leslie,Mullins,6,School L,Street L 101,45789,11825.736,Teacher,51.5,182.8,37,Green,Brown,7.8,3.1
Kayla,Sanchez,0,School I,Street I 101,23654,6702.373,Engineer,43.3,149.6,40,Blue,Black,7.7,2.7
Jonathan,Fuller,24,School G,Street G 456,12654,14147.049,Engineer,53.9,199.9,37,Green,Brown,9.3,4.7
Eric,Leonard,21,School B,Street B 456,23456,321.456,Unemployed,68.0,139.4,42,Green,Red,9.6,8.4
Brittany,Gould,15,School J,Street J 202,56789,49772.886,Doctor,29.1,160.3,36,Brown,Brown,2.6,3.9
Christine,Underwood,6,School J,Street J 202,56789,9981.294,Teacher,74.7,184.3,36,Blue,Black,3.6,5.9
Nicole,Taylor,11,School H,Street H 789,67890,6354.856,Nurse,62.3,152.6,36,Blue,Blonde,7.8,10.0
Michael,Morrison,26,School F,Street F 123,12456,34346.475,Doctor,54.3,130.8,40,Blue,Red,9.5,9.2
Angela,Kelly,21,School F,Street F 123,12456,8556.406,Nurse,64.8,166.7,38,Blue,Red,8.3,6.2
Patrick,Ramirez,17,School A,Street A 123,12345,39484.762,Doctor,72.6,189.1,34,Green,Black,8.6,6.1
Tracy,Moore,2,School H,Street H 789,67890,18115.789,Lawyer,53.0,102.0,41,Green,Red,3.1,9.3
Ethan,Mendez,6,School M,Street M 202,56779,17605.719,Engineer,48.1,164.0,42,Blue,Red,4.0,9.0
Vincent,Phillips,13,School J,Street J 202,56789,23224.141,Lawyer,21.0,146.7,41,Green,Black,5.7,7.7
Gregory,Smith,1,School I,Street I 101,23654,45485.617,Doctor,36.6,123.7,35,Blue,Black,5.4,6.7
Christopher,Villa,3,School E,Street E 202,56789,10260.393,Lawyer,29.0,143.0,42,Blue,Blonde,4.4,8.5
Jonathan,Carroll,18,School G,Street G 456,12654,1038.005,Unemployed,62.7,134.6,34,Brown,Blonde,4.0,5.8
Timothy,Clark,12,School G,Street G 456,12654,589.187,Unemployed,28.9,104.6,36,Blue,Black,6.4,8.1
Sara,White,24,School B,Street B 456,23456,1426.507,Unemployed,29.0,150.7,37,Blue,Red,10.0,6.2
Scott,Lucas,12,School F,Street F 123,12456,8128.885,Nurse,48.3,161.9,39,Brown,Black,5.7,2.2
Julie,Davis,8,School C,Street C 789,34567,11117.401,Engineer,61.2,114.5,41,Blue,Brown,2.6,5.3
Angela,Savage,25,School K,Street K 789,34667,11171.874,Teacher,42.7,138.2,38,Brown,Blonde,8.3,7.9
Eric,Lawrence,20,School F,Street F 123,12456,12705.395,Nurse,45.5,110.5,36,Blue,Blonde,7.6,8.9
Joseph,Curtis,22,School I,Street I 101,23654,39916.91,Doctor,26.5,131.0,37,Brown,Red,4.8,9.3
James,Wilkinson,0,School I,Street I 101,23654,10865.771,Nurse,30.2,192.2,34,Green,Blonde,7.9,2.8
Grace,Brown,21,School E,Street E 202,56789,831.979,Unemployed,73.4,148.5,36,Blue,Black,6.0,3.7
Michelle,Reyes,22,School E,Street E 202,56789,15593.567,Lawyer,75.5,181.5,39,Blue,Red,3.2,4.8
Arthur,Oconnell,12,School J,Street J 202,56789,42392.966,Doctor,62.3,104.1,36,Brown,Blonde,8.1,3.2
Bruce,Charles,21,School F,Street F 123,12456,4399.627,Nurse,26.0,144.1,40,Brown,Black,2.8,7.4
Sara,Bridges,14,School L,Street L 101,45789,18202.145,Engineer,57.5,172.3,36,Brown,Red,2.3,4.1
David,Payne,14,School K,Street K 789,34667,6765.791,Teacher,55.4,150.3,40,Green,Black,8.8,7.9
Jennifer,Collins,13,School A,Street A 123,12345,4843.514,Teacher,46.2,181.2,41,Brown,Red,5.7,9.0
Wayne,Thomas,12,School B,Street B 456,23456,26984.535,Lawyer,59.7,167.8,42,Brown,Brown,2.9,7.1
Joel,Navarro,2,School B,Street B 456,23456,20879.881,Lawyer,66.5,171.6,38,Brown,Black,8.8,9.8
Meredith,Keith,15,School H,Street H 789,67890,31948.737,Doctor,21.5,109.2,34,Blue,Black,6.0,2.9
Mary,Glenn,6,School J,Street J 202,56789,1014.591,Unemployed,58.5,116.7,35,Blue,Black,8.1,7.6
William,Montgomery,22,School A,Street A 123,12345,34159.23,Lawyer,28.7,132.9,41,Blue,Black,6.7,3.7
Monique,Meyer,7,School L,Street L 101,45789,816.574,Unemployed,32.7,167.1,36,Blue,Blonde,4.1,5.0
John,Burns,7,School F,Street F 123,12456,10667.43,Nurse,24.6,116.1,39,Green,Blonde,5.8,7.3
Katelyn,Reid,2,School B,Street B 456,23456,8716.097,Nurse,76.9,122.4,36,Brown,Black,9.6,9.4
Daniel,Gross,7,School K,Street K 789,34667,12836.856,Lawyer,60.2,136.8,34,Brown,Blonde,3.3,8.1
Jennifer,Morales,15,School C,Street C 789,34567,1071.031,Unemployed,30.7,136.9,36,Green,Black,2.3,4.7
Melinda,Bauer,26,School J,Street J 202,56789,37246.377,Doctor,58.5,140.7,41,Green,Brown,8.2,3.4
Eric,Anderson,21,School D,Street D 101,45678,21566.715,Lawyer,52.0,107.7,37,Blue,Brown,7.4,8.1
Kathryn,Williams,2,School A,Street A 123,12345,39884.513,Doctor,50.5,144.3,35,Green,Red,4.9,4.2
